0,0.369772,0.718769,1.616851,0.000000
1,0.431944,0.679963,0.000000,0.384011
2,0.470749,0.620081,-3.030856,0.000000
3,0.498777,0.564109,-3.075389,0.000000
4,0.517597,0.519349,0.000000,0.000000
5,0.429095,0.476243,0.000000,0.416113
6,0.452917,0.387973,-3.111052,0.000000
7,0.467729,0.325571,-3.048826,0.000000
8,0.475373,0.271440,0.000000,0.000000
9,0.381797,0.457865,0.000000,0.343799
10,0.381057,0.361135,3.118854,0.000000
11,0.382249,0.282176,-3.074999,0.000000
12,0.379138,0.221816,0.000000,0.000000
13,0.341005,0.472533,0.000000,0.791588
14,0.318040,0.385929,2.956652,0.000000
15,0.312844,0.316105,-3.135937,0.000000
16,0.308327,0.259715,0.000000,0.000000
17,0.302855,0.514824,0.000000,0.000000
18,0.249749,0.458924,2.986417,0.000000
19,0.215463,0.409298,3.118029,0.000000
20,0.180783,0.356483,0.000000,0.000000
0,0.366896,0.719901,1.641303,0.000000
1,0.449834,0.692294,0.000000,0.725350
2,0.506297,0.620259,3.006193,0.000000
3,0.557502,0.570547,2.940960,0.000000
4,0.602960,0.541413,0.000000,0.000000
5,0.431366,0.475980,0.000000,0.369194
6,0.458027,0.375292,-3.119147,0.000000
7,0.473393,0.311507,-3.013066,0.000000
8,0.479123,0.258597,0.000000,0.000000
9,0.385253,0.459976,0.000000,0.387231
10,0.386600,0.338815,3.100452,0.000000
11,0.390567,0.262975,-3.083950,0.000000
12,0.390278,0.209422,0.000000,0.000000
13,0.340678,0.478570,0.000000,0.880591
14,0.317227,0.374152,3.006787,0.000000
15,0.311392,0.306569,3.112178,0.000000
16,0.308820,0.261252,0.000000,0.000000
17,0.301298,0.525756,0.000000,0.000000
18,0.247229,0.465373,3.094178,0.000000
19,0.212591,0.422791,3.104799,0.000000
20,0.182314,0.382639,0.000000,0.000000
0,0.364191,0.736142,1.644257,0.000000
1,0.443859,0.697711,0.000000,0.694252
2,0.506171,0.613264,3.061605,0.000000
3,0.556754,0.555088,2.768537,0.000000
4,0.608473,0.528028,0.000000,0.000000
5,0.432133,0.454191,0.000000,0.359398
6,0.457932,0.364438,-3.118927,0.000000
7,0.472111,0.310536,-2.983356,0.000000
8,0.477349,0.257790,0.000000,0.000000
9,0.385950,0.440480,0.000000,0.412262
10,0.387558,0.318422,3.065813,0.000000
11,0.394192,0.244043,-3.079496,0.000000
12,0.395829,0.183081,0.000000,0.000000
13,0.338124,0.460259,0.000000,0.866096
14,0.313660,0.354092,3.014049,0.000000
15,0.307030,0.287300,3.117712,0.000000
16,0.302568,0.227965,0.000000,0.000000
17,0.297586,0.509045,0.000000,0.000000
18,0.240610,0.453550,2.997745,0.000000
19,0.210106,0.413814,3.004571,0.000000
20,0.181536,0.363646,0.000000,0.000000
0,0.365071,0.736992,1.641015,0.000000
1,0.443254,0.695810,0.000000,0.690220
2,0.507938,0.612907,3.087292,0.000000
3,0.559573,0.553664,2.797066,0.000000
4,0.612386,0.524164,0.000000,0.000000
5,0.431843,0.459001,0.000000,0.359438
6,0.456930,0.369294,-3.133809,0.000000
7,0.472889,0.310465,-3.042233,0.000000
8,0.481949,0.256234,0.000000,0.000000
9,0.385817,0.442034,0.000000,0.392712
10,0.388397,0.321792,3.076792,0.000000
11,0.395133,0.243895,-3.114835,0.000000
12,0.398959,0.179665,0.000000,0.000000
13,0.337841,0.459032,0.000000,0.883934
14,0.314097,0.355709,2.987216,0.000000
15,0.309111,0.286106,3.095781,0.000000
16,0.307475,0.222425,0.000000,0.000000
17,0.295649,0.506661,0.000000,0.000000
18,0.239412,0.451748,3.012449,0.000000
19,0.207707,0.411579,2.974887,0.000000
20,0.179339,0.359831,0.000000,0.000000
0,0.370351,0.731430,1.639014,0.000000
1,0.447336,0.694404,0.000000,0.713339
2,0.509818,0.616828,3.086118,0.000000
3,0.559817,0.561352,2.842681,0.000000
4,0.610576,0.531037,0.000000,0.000000
5,0.435380,0.463948,0.000000,0.308938
6,0.457945,0.368684,-3.133939,0.000000
7,0.472008,0.307222,-3.041317,0.000000
8,0.479327,0.248809,0.000000,0.000000
9,0.389505,0.451086,0.000000,0.385842
10,0.393047,0.321418,3.086723,0.000000
11,0.399905,0.238160,-3.115898,0.000000
12,0.403731,0.170499,0.000000,0.000000
13,0.341319,0.467944,0.000000,0.911575
14,0.318001,0.357927,3.012661,0.000000
15,0.312421,0.288253,3.088407,0.000000
16,0.310727,0.224926,0.000000,0.000000
17,0.298902,0.515197,0.000000,0.000000
18,0.240269,0.458510,3.066489,0.000000
19,0.206186,0.420207,2.950032,0.000000
20,0.176774,0.370648,0.000000,0.000000
0,0.375674,0.745583,1.627767,0.000000
1,0.458182,0.699404,0.000000,0.731824
2,0.519932,0.626444,3.118916,0.000000
3,0.566522,0.573862,2.854857,0.000000
4,0.616397,0.542661,0.000000,0.000000
5,0.441084,0.463310,0.000000,0.387100
6,0.464695,0.371237,-3.089406,0.000000
7,0.477223,0.309061,-3.069171,0.000000
8,0.484100,0.254956,0.000000,0.000000
9,0.392318,0.453741,0.000000,0.403438
10,0.388081,0.328046,3.092700,0.000000
11,0.389338,0.245395,-3.113627,0.000000
12,0.388503,0.179997,0.000000,0.000000
13,0.342577,0.473559,0.000000,0.899248
14,0.314377,0.368156,3.011659,0.000000
15,0.305628,0.301995,3.094128,0.000000
16,0.301079,0.247981,0.000000,0.000000
17,0.299387,0.519109,0.000000,0.000000
